State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Andhra Pradesh,Srikakulam,73,Children under 5 years who are stunted (height-for-age)18 (%),19.7,28,-8.3
Andhra Pradesh,Srikakulam,74,Children under 5 years who are wasted (weight-for-height)18 (%),19.5,15.6,3.9000000000000004
Andhra Pradesh,Srikakulam,76,Children under 5 years who are underweight (weight-for-age)18 (%),21.4,28.7,-7.300000000000001
Andhra Pradesh,Srikakulam,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.5,1,3.5
Andhra Pradesh,Visakhapatnam,1,Female population age 6 years and above who ever attended school (%),66.8,61.3,5.5
Andhra Pradesh,Visakhapatnam,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",974,1097,-123
Andhra Pradesh,Visakhapatnam,15,Women with 10 or more years of schooling (%),46,39.7,6.299999999999997
Andhra Pradesh,Visakhapatnam,17,Births in the 5 years preceding the survey that are third or higher order (%),0,1.1,-1.1
Andhra Pradesh,Visakhapatnam,20,Any method6 (%),68,69.2,-1.2000000000000028
Andhra Pradesh,Visakhapatnam,21,Any modern method6 (%),67.7,69,-1.2999999999999972
Andhra Pradesh,Visakhapatnam,22,Female sterilization (%),64.9,66.1,-1.1999999999999886
Andhra Pradesh,Visakhapatnam,23,Male sterilization (%),1.5,2.3,-0.7999999999999998
Andhra Pradesh,Visakhapatnam,24,IUD/PPIUD (%),0.3,0.3,0
Andhra Pradesh,Visakhapatnam,25,Pill (%),0,0.4,-0.4
Andhra Pradesh,Visakhapatnam,26,Condom (%),0.8,0,0.8
Andhra Pradesh,Visakhapatnam,27,Injectables (%),0,0,0
Andhra Pradesh,Visakhapatnam,28,Total unmet need7 (%),4.8,5.5,-0.7000000000000002
Andhra Pradesh,Visakhapatnam,29,Unmet need for spacing7 (%),2.4,3.2,-0.8000000000000003
Andhra Pradesh,Visakhapatnam,30,Health worker ever talked to female non-users about family planning (%),15.2,15.5,-0.3000000000000007
Andhra Pradesh,Visakhapatnam,31,Current users ever told about side effects of current method8 (%),35.3,29.6,5.699999999999996
Andhra Pradesh,Visakhapatnam,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97,94,3
Andhra Pradesh,Visakhapatnam,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.8,73.4,11.399999999999991
Andhra Pradesh,Visakhapatnam,42,Institutional births (%),95.3,84.9,10.399999999999991
Andhra Pradesh,Visakhapatnam,73,Children under 5 years who are stunted (height-for-age)18 (%),31,30.1,0.8999999999999986
Andhra Pradesh,Visakhapatnam,74,Children under 5 years who are wasted (weight-for-height)18 (%),21.5,17.2,4.300000000000001
Andhra Pradesh,Visakhapatnam,76,Children under 5 years who are underweight (weight-for-age)18 (%),33.5,33.1,0.3999999999999986
Andhra Pradesh,Visakhapatnam,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.8,0,4.8
Andhra Pradesh,Vizianagaram,1,Female population age 6 years and above who ever attended school (%),56,56.4,-0.3999999999999986
Andhra Pradesh,Vizianagaram,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",898,864,34
Andhra Pradesh,Vizianagaram,15,Women with 10 or more years of schooling (%),37.6,32.9,4.700000000000003
Andhra Pradesh,Vizianagaram,17,Births in the 5 years preceding the survey that are third or higher order (%),2.2,1.8,0.40000000000000013
Andhra Pradesh,Vizianagaram,20,Any method6 (%),71.2,71.6,-0.3999999999999915
Andhra Pradesh,Vizianagaram,21,Any modern method6 (%),71.2,71.6,-0.3999999999999915
Andhra Pradesh,Vizianagaram,22,Female sterilization (%),69.3,70,-0.7000000000000028
Andhra Pradesh,Vizianagaram,23,Male sterilization (%),1.3,1.4,-0.09999999999999987
Andhra Pradesh,Vizianagaram,24,IUD/PPIUD (%),0,0.2,-0.2
Andhra Pradesh,Vizianagaram,25,Pill (%),0,0,0
Andhra Pradesh,Vizianagaram,26,Condom (%),0.6,0,0.6
Andhra Pradesh,Vizianagaram,27,Injectables (%),0,0,0
Andhra Pradesh,Vizianagaram,28,Total unmet need7 (%),6.7,3.3,3.4000000000000004
Andhra Pradesh,Vizianagaram,29,Unmet need for spacing7 (%),4.7,1.9,2.8000000000000003
Andhra Pradesh,Vizianagaram,30,Health worker ever talked to female non-users about family planning (%),21.1,24,-2.8999999999999986
Andhra Pradesh,Vizianagaram,31,Current users ever told about side effects of current method8 (%),36.4,44.9,-8.5
Andhra Pradesh,Vizianagaram,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,91.1,7.700000000000003
Andhra Pradesh,Vizianagaram,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.9,77.3,6.6000000000000085
Andhra Pradesh,Vizianagaram,42,Institutional births (%),99,90.7,8.299999999999997
Andhra Pradesh,Vizianagaram,73,Children under 5 years who are stunted (height-for-age)18 (%),36.4,36.8,-0.3999999999999986
Andhra Pradesh,Vizianagaram,74,Children under 5 years who are wasted (weight-for-height)18 (%),19.2,18.8,0.3999999999999986
Andhra Pradesh,Vizianagaram,76,Children under 5 years who are underweight (weight-for-age)18 (%),32.2,34.4,-2.1999999999999957
Andhra Pradesh,Vizianagaram,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.7,0.5,4.2
Andhra Pradesh,West Godavari,1,Female population age 6 years and above who ever attended school (%),75.4,68.5,6.900000000000006
Andhra Pradesh,West Godavari,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",833,834,-1
Andhra Pradesh,West Godavari,15,Women with 10 or more years of schooling (%),46.5,35.8,10.700000000000003
Andhra Pradesh,West Godavari,17,Births in the 5 years preceding the survey that are third or higher order (%),0.5,2.1,-1.6
Andhra Pradesh,West Godavari,20,Any method6 (%),77.8,76.7,1.0999999999999943
Andhra Pradesh,West Godavari,21,Any modern method6 (%),77.2,76.7,0.5
Andhra Pradesh,West Godavari,22,Female sterilization (%),74.5,75.7,-1.2000000000000028
Andhra Pradesh,West Godavari,23,Male sterilization (%),0.7,0,0.7
Andhra Pradesh,West Godavari,24,IUD/PPIUD (%),0.6,0.5,0.09999999999999998
Andhra Pradesh,West Godavari,25,Pill (%),0.4,0.2,0.2
Andhra Pradesh,West Godavari,26,Condom (%),0.6,0.2,0.39999999999999997
Andhra Pradesh,West Godavari,27,Injectables (%),0.4,0,0.4
Andhra Pradesh,West Godavari,28,Total unmet need7 (%),3,3.4,-0.3999999999999999
Andhra Pradesh,West Godavari,29,Unmet need for spacing7 (%),1.8,1.8,0
Andhra Pradesh,West Godavari,30,Health worker ever talked to female non-users about family planning (%),12.5,8.9,3.5999999999999996
Andhra Pradesh,West Godavari,31,Current users ever told about side effects of current method8 (%),28.8,22.6,6.199999999999999
Andhra Pradesh,West Godavari,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100,92.1,7.900000000000006
Andhra Pradesh,West Godavari,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.8,86.3,8.5
Andhra Pradesh,West Godavari,42,Institutional births (%),98.7,97.2,1.5
Andhra Pradesh,West Godavari,73,Children under 5 years who are stunted (height-for-age)18 (%),31.4,28.5,2.8999999999999986
Andhra Pradesh,West Godavari,74,Children under 5 years who are wasted (weight-for-height)18 (%),11.7,14.7,-3
Andhra Pradesh,West Godavari,76,Children under 5 years who are underweight (weight-for-age)18 (%),22.5,30.1,-7.600000000000001
Andhra Pradesh,West Godavari,77,Children under 5 years who are overweight (weight-for-height)20 (%),5.2,0.6,4.6000000000000005
Andhra Pradesh,Y.S.R.,1,Female population age 6 years and above who ever attended school (%),61.9,59.2,2.6999999999999957
Andhra Pradesh,Y.S.R.,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",779,675,104
Andhra Pradesh,Y.S.R.,15,Women with 10 or more years of schooling (%),40,41.7,-1.7000000000000028
Andhra Pradesh,Y.S.R.,17,Births in the 5 years preceding the survey that are third or higher order (%),1.2,1.6,-0.40000000000000013
Andhra Pradesh,Y.S.R.,20,Any method6 (%),69.1,59.4,9.699999999999996
Andhra Pradesh,Y.S.R.,21,Any modern method6 (%),68.4,59.2,9.200000000000003
Andhra Pradesh,Y.S.R.,22,Female sterilization (%),68.1,58.6,9.499999999999993
Andhra Pradesh,Y.S.R.,23,Male sterilization (%),0,0.2,-0.2
Andhra Pradesh,Y.S.R.,24,IUD/PPIUD (%),0.3,0.2,0.09999999999999998
Andhra Pradesh,Y.S.R.,25,Pill (%),0,0.2,-0.2
Andhra Pradesh,Y.S.R.,26,Condom (%),0,0,0
Andhra Pradesh,Y.S.R.,27,Injectables (%),0,0,0
Andhra Pradesh,Y.S.R.,28,Total unmet need7 (%),5.5,5.5,0
Andhra Pradesh,Y.S.R.,29,Unmet need for spacing7 (%),3.1,3.4,-0.2999999999999998
Andhra Pradesh,Y.S.R.,30,Health worker ever talked to female non-users about family planning (%),29.5,24,5.5
Andhra Pradesh,Y.S.R.,31,Current users ever told about side effects of current method8 (%),14.6,21.5,-6.9
Andhra Pradesh,Y.S.R.,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,92.4,5.299999999999997
Andhra Pradesh,Y.S.R.,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.3,69.3,23
Andhra Pradesh,Y.S.R.,42,Institutional births (%),99.4,93.7,5.700000000000003
Andhra Pradesh,Y.S.R.,73,Children under 5 years who are stunted (height-for-age)18 (%),34.4,36.3,-1.8999999999999986
Andhra Pradesh,Y.S.R.,74,Children under 5 years who are wasted (weight-for-height)18 (%),14.1,17.9,-3.799999999999999
Andhra Pradesh,Y.S.R.,76,Children under 5 years who are underweight (weight-for-age)18 (%),26.7,34.4,-7.699999999999999
Andhra Pradesh,Y.S.R.,77,Children under 5 years who are overweight (weight-for-height)20 (%),0.2,1.4,-1.2
Arunachal Pradesh,Anjaw,1,Female population age 6 years and above who ever attended school (%),61.5,62.7,-1.2000000000000028
Arunachal Pradesh,Anjaw,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",957,1147,-190
Arunachal Pradesh,Anjaw,15,Women with 10 or more years of schooling (%),28.8,26.1,2.6999999999999993
Arunachal Pradesh,Anjaw,17,Births in the 5 years preceding the survey that are third or higher order (%),1.5,1.3,0.19999999999999996
Arunachal Pradesh,Anjaw,20,Any method6 (%),64.7,24.5,40.2
Arunachal Pradesh,Anjaw,21,Any modern method6 (%),50.9,23.7,27.2
Arunachal Pradesh,Anjaw,22,Female sterilization (%),21.2,7.8,13.399999999999999
Arunachal Pradesh,Anjaw,23,Male sterilization (%),0,0,0
Arunachal Pradesh,Anjaw,24,IUD/PPIUD (%),8.6,3.3,5.3
Arunachal Pradesh,Anjaw,25,Pill (%),15.9,10.4,5.5
Arunachal Pradesh,Anjaw,26,Condom (%),2.9,2.1,0.7999999999999998
Arunachal Pradesh,Anjaw,27,Injectables (%),1.1,0.2,0.9000000000000001
Arunachal Pradesh,Anjaw,28,Total unmet need7 (%),6.8,24.9,-18.099999999999998
Arunachal Pradesh,Anjaw,29,Unmet need for spacing7 (%),4.7,14.7,-10
Arunachal Pradesh,Anjaw,30,Health worker ever talked to female non-users about family planning (%),29.6,23,6.600000000000001
Arunachal Pradesh,Anjaw,31,Current users ever told about side effects of current method8 (%),79,43.3,35.7
Arunachal Pradesh,Anjaw,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,81.9,16
Arunachal Pradesh,Anjaw,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),55.8,21.3,34.5
Arunachal Pradesh,Anjaw,42,Institutional births (%),78,51.4,26.6
Arunachal Pradesh,Anjaw,73,Children under 5 years who are stunted (height-for-age)18 (%),23.6,21,2.6000000000000014
Arunachal Pradesh,Anjaw,74,Children under 5 years who are wasted (weight-for-height)18 (%),14.3,18.3,-4
Arunachal Pradesh,Anjaw,76,Children under 5 years who are underweight (weight-for-age)18 (%),16,10.4,5.6
Arunachal Pradesh,Anjaw,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.9,4.9,-2.0000000000000004
Arunachal Pradesh,Changlang,1,Female population age 6 years and above who ever attended school (%),74.6,66.6,8
Arunachal Pradesh,Changlang,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1019,990,29
Arunachal Pradesh,Changlang,15,Women with 10 or more years of schooling (%),30.5,22.4,8.100000000000001
Arunachal Pradesh,Changlang,17,Births in the 5 years preceding the survey that are third or higher order (%),1.2,2.3,-1.0999999999999999
Arunachal Pradesh,Changlang,20,Any method6 (%),71.4,62.6,8.800000000000004
Arunachal Pradesh,Changlang,21,Any modern method6 (%),46.3,47.7,-1.4000000000000057
Arunachal Pradesh,Changlang,22,Female sterilization (%),15.1,22.4,-7.299999999999999
Arunachal Pradesh,Changlang,23,Male sterilization (%),0,0,0
Arunachal Pradesh,Changlang,24,IUD/PPIUD (%),1.6,2.9,-1.2999999999999998
Arunachal Pradesh,Changlang,25,Pill (%),27.5,20.2,7.300000000000001
Arunachal Pradesh,Changlang,26,Condom (%),1.8,2.2,-0.40000000000000013
Arunachal Pradesh,Changlang,27,Injectables (%),0,0.2,-0.2
Arunachal Pradesh,Changlang,28,Total unmet need7 (%),6.7,10.7,-3.999999999999999
Arunachal Pradesh,Changlang,29,Unmet need for spacing7 (%),3.5,5.6,-2.0999999999999996
Arunachal Pradesh,Changlang,30,Health worker ever talked to female non-users about family planning (%),20.9,18.1,2.799999999999997
Arunachal Pradesh,Changlang,31,Current users ever told about side effects of current method8 (%),88.6,58.4,30.199999999999996
Arunachal Pradesh,Changlang,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.3,92.9,6.3999999999999915
Arunachal Pradesh,Changlang,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),69.7,44.9,24.800000000000004
Arunachal Pradesh,Changlang,42,Institutional births (%),75.1,51.5,23.599999999999994
Arunachal Pradesh,Changlang,73,Children under 5 years who are stunted (height-for-age)18 (%),26.3,23.5,2.8000000000000007
Arunachal Pradesh,Changlang,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.3,16,0.3000000000000007
Arunachal Pradesh,Changlang,76,Children under 5 years who are underweight (weight-for-age)18 (%),25,20.1,4.899999999999999
Arunachal Pradesh,Changlang,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.9,1.3,2.5999999999999996
Arunachal Pradesh,Dibang Valley,1,Female population age 6 years and above who ever attended school (%),67.6,66.9,0.6999999999999886
Arunachal Pradesh,Dibang Valley,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1054,1416,-362
Arunachal Pradesh,Dibang Valley,15,Women with 10 or more years of schooling (%),43.2,35.5,7.700000000000003
Arunachal Pradesh,Dibang Valley,17,Births in the 5 years preceding the survey that are third or higher order (%),1.3,1.4,-0.09999999999999987
Arunachal Pradesh,Dibang Valley,20,Any method6 (%),69.1,44,25.099999999999994
Arunachal Pradesh,Dibang Valley,21,Any modern method6 (%),49.7,44,5.700000000000003
Arunachal Pradesh,Dibang Valley,22,Female sterilization (%),23.9,13.3,10.599999999999998
Arunachal Pradesh,Dibang Valley,23,Male sterilization (%),0,0,0
Arunachal Pradesh,Dibang Valley,24,IUD/PPIUD (%),9.5,14,-4.5
Arunachal Pradesh,Dibang Valley,25,Pill (%),8.2,12,-3.8000000000000007
Arunachal Pradesh,Dibang Valley,26,Condom (%),5.6,4,1.5999999999999996
Arunachal Pradesh,Dibang Valley,27,Injectables (%),1.2,0.1,1.0999999999999999
Arunachal Pradesh,Dibang Valley,28,Total unmet need7 (%),4.6,15.1,-10.5
Arunachal Pradesh,Dibang Valley,29,Unmet need for spacing7 (%),3.4,11.8,-8.4
Arunachal Pradesh,Dibang Valley,30,Health worker ever talked to female non-users about family planning (%),24.1,11.2,12.900000000000002
Arunachal Pradesh,Dibang Valley,31,Current users ever told about side effects of current method8 (%),88.5,68.6,19.900000000000006
Arunachal Pradesh,Dibang Valley,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,95.2,0.5999999999999943
Arunachal Pradesh,Dibang Valley,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),66.2,37.4,28.800000000000004
Arunachal Pradesh,Dibang Valley,42,Institutional births (%),85.5,55.7,29.799999999999997
Arunachal Pradesh,Dibang Valley,73,Children under 5 years who are stunted (height-for-age)18 (%),16.9,36.3,-19.4
Arunachal Pradesh,Dibang Valley,74,Children under 5 years who are wasted (weight-for-height)18 (%),18.1,9,9.100000000000001
Arunachal Pradesh,Dibang Valley,76,Children under 5 years who are underweight (weight-for-age)18 (%),16,14.5,1.5
Arunachal Pradesh,Dibang Valley,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.6,7.6,-3
Arunachal Pradesh,East Kameng,1,Female population age 6 years and above who ever attended school (%),63.1,56.8,6.300000000000004
Arunachal Pradesh,East Kameng,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",995,1004,-9
Arunachal Pradesh,East Kameng,15,Women with 10 or more years of schooling (%),31.8,23.3,8.5
Arunachal Pradesh,East Kameng,17,Births in the 5 years preceding the survey that are third or higher order (%),3.6,4,-0.3999999999999999
Arunachal Pradesh,East Kameng,20,Any method6 (%),64.9,5.2,59.7
Arunachal Pradesh,East Kameng,21,Any modern method6 (%),57.4,5,52.4
